OBJECTID,RSPB_Reference,County,Incident_Type,Month,Year,Grid_Square,Details,More_Info_Here,Country,GlobalID,SHAPE_Length,SHAPE_Area
8087,95006,ABERDEENSHIRE,Shooting,August,2011,NK04,Species involved: Peregrine falcon x 1.,No Link,SCOTLAND,{9A9346D6-3287-4C85-AEF0-799B138A2F80},74358.9393515892,345577655.851459
8088,101709,WILTSHIRE,PersecutionOther,August,2020,SU06,Species involved: Buzzard x 1. ,https://community.rspb.org.uk/ourwork/b/investigations/posts/community-order-for-gamekeeper-after-birds-of-prey-found-down-wiltshire-well,ENGLAND,{E73502A5-8241-464C-8C61-022AA0A7F75F},64069.143370925,256552882.879002
8089,99336,POWYS,Shooting,April,2017,SN81,"Species involved: Buzzard x 1, Raven x 1.",http://www.itv.com/news/wales/update/2017-04-12/birds-shot-dead-near-pen-y-cae-powys/,WALES,{A47119A2-F6F9-4C8A-BBF0-2B4932C76172},64676.015855652,261436127.582979
8090,96306,POWYS,Poisoning,October,2013,SO11,"Species involved: Red kite x 3; Buzzard x 7. Tested positive for: Bendiocarb.",https://ww2.rspb.org.uk/community/ourwork/b/investigations/archive/2016/03/10/trouble-in-the-valleys.aspx,WALES,{697FD354-6613-4501-AB36-D7698B910AC6},64688.4653854376,261536785.905833
8091,93616,ANGUS,Poisoning,October,2010,NO46,Species targeted: Birds of prey. Species involved: Poison bait (pigeon) x 1. Tested positive for: Carbofuran.,No Link,SCOTLAND,{E0ED1B00-C01F-4A89-BED6-86FF68A3843C},72925.801468031,332385207.065319
8092,96435,DOWN,Poisoning,October,2013,J23,"Species involved: Buzzard x 2; rook x 1. Tested positive for: Carbofuran.",No Link,NORTHERN IRELAND,{C5BE1632-4BC9-468E-A565-304CB3EFEF76},68373.5797402392,292183592.230619
8093,96310,POWYS,Poisoning,October,2013,SO11,Species targeted: Birds of prey. Species involved: Raven x 1. Tested positive for: Bendiocarb.,https://ww2.rspb.org.uk/community/ourwork/b/investigations/archive/2016/03/10/trouble-in-the-valleys.aspx,WALES,{AA627082-E612-4BCB-B3D2-E8B5A387A49C},64688.4653854376,261536785.905833
8094,97065,SCOTTISH BORDERS,Illegal Pole/Spring Trapping,March,2014,NT12,Species targeted: Birds of prey.,No Link,SCOTLAND,{2A4891F5-BD2A-4614-9CDA-67EE58586682},70576.2462342409,311312344.511879
8095,98074,NORTHAMPTONSHIRE,Shooting,February,2015,SP54,Species involved: Red kite x 1.,No Link,ENGLAND,{BC1AA0FC-C9D8-4493-8B4F-1AE311248A0E},65085.7209356618,264758881.979659
8096,100911,SOUTH LANARKSHIRE,Illegal Pole/Spring Trapping,February,2013,NS94,Species involved: Short-eard owl x 1.,No Link,SCOTLAND,{28CAB4F1-43C0-4406-AA49-22A096FA6163},70888.4194500043,314072435.474092
8097,95462,ABERDEENSHIRE,Illegal Trapping (Other),August,2012,NJ41,Species involved: Buzzard x 1.,https://www.bbc.co.uk/news/uk-scotland-north-east-orkney-shetland-30777299,SCOTLAND,{522864CF-D072-4248-846E-8F8332B0F141},73807.7388960392,340473313.558424
8098,101988,DUMFRIES AND GALLOWAY,PersecutionOther,February,2020,NX86,Species targeted: Birds of prey. Possession of: Withheld.,https://www.heraldscotland.com/news/18371138.man-charged-deaths-birds-prey-dumfries-galloway/,SCOTLAND,{0B5B2440-2F4E-4462-8DA1-684734D8F741},69614.5134250866,302885718.893692
8099,96875,NORFOLK,Shooting,March,2013,TF74,Species involved: Buzzard x 1.,No Link,ENGLAND,{5806BDFD-E21E-4BEF-9133-ED9018F77B9B},66364.0939102389,275261500.713684
8100,103663,NORTH YORKSHIRE,Poisoning,November,2021,SE06,Species involved: Red kite x 1. Tested positive for: Bendiocarb.,No Link,ENGLAND,{01767C50-84DC-45AA-BB3B-77C549ADEAA2},68138.9243574141,290181505.876782
8101,91276,NORFOLK,Poisoning,June,2008,TG02,"Species targeted: Birds of prey. Species involved: Dog x 1; poison bait (unidentified bird) x 1. Tested positive for: Aldicarb.",No Link,ENGLAND,{9AD1F8A8-3B45-4ED9-8E65-AEBD58023AB5},66065.912633541,272793490.399482
8102,101379,ISLE OF ANGLESEY,Poisoning,February,2019,SH57,"Species targeted: Birds of prey. Species involved: Fox x 1; poison bait (fowl) x 2. Tested positive for: Metaldehyde.",No Link,WALES,{D5299849-D362-435D-8AEB-54BD2105AAC0},66800.8295980988,278896368.773928
8103,92308,SOUTH LANARKSHIRE,PersecutionOther,November,2009,NT03,Species targeted: Birds of prey. Possession of: Alphachloralose.,No Link,SCOTLAND,{326373CC-CD80-406C-8A2C-B6163EF8AD9F},70732.1835802823,312689547.623811
8104,97199,DOWN,Poisoning,November,2014,J03,Species targeted: Birds of prey. Species involved: Cat x 1. Tested positive for: Carbofuran.,No Link,NORTHERN IRELAND,{88CAACB7-863D-485B-B4DB-D7A69DCEB04D},68384.8425499525,292279860.27899
8105,94881,FIFE,PersecutionOther,May,2011,NO30,Species targeted: Peregrine falcon.,No Link,SCOTLAND,{6D8D3D77-821B-499E-8BC4-3D10FB2ECFBE},71897.2908826417,323075707.746571
8106,100227,WREXHAM,Poisoning,August,2018,SJ24,Species targeted: Birds of prey. Species involved: Raven x 1. Tested positive for: Bendiocarb.,https://www.rspb.org.uk/about-the-rspb/about-us/media-centre/press-releases/raven-found-poisoned-on-ruabon-moor/ ,WALES,{CD8B5ACE-CD90-4920-A8FD-80B23EDA138A},66420.0129669668,275725574.941836
8107,103213,SHROPSHIRE,Illegal Trapping (Other),October,2021,SJ20,Species involved: Buzzard x 2.,No Link,ENGLAND,{EA13521E-147F-42D8-B93C-2A3A70C55622},65875.5475034115,271223676.521618
8108,99307,SOUTH AYRSHIRE,Poisoning,April,2016,NS31,Species involved: Buzzard x 1. Tested positive for: Strychnine.,https://www.scottishspca.org/newsroom/latest-news/appeal-after-buzzard-poisoned/,SCOTLAND,{9B26D1EB-FED2-49AC-882E-7BFE6A16A7B2},70362.8365062791,309432483.148499
8109,96213,SOUTH LANARKSHIRE,Poisoning,March,2013,NS81,Species targeted: Birds of prey. Species involved: Poison bait (rabbit) x 1. Tested positive for: Carbofuran.,No Link,SCOTLAND,{D3866887-6087-4427-B011-122CB1296063},70400.2644867051,309761763.93521
8110,101512,WILTSHIRE,Shooting,October,2020,SU16,Species involved: Red kite x 1.,No Link,ENGLAND,{4A581750-16A2-4C6A-8A8F-AA8F5175C144},64068.7450630532,256549692.969808
8111,101688,NOTTINGHAMSHIRE,Illegal Trapping (Other),January,2021,SK74,Species involved: Buzzard x 1.,https://www.bbc.co.uk/news/uk-england-nottinghamshire-60156311,ENGLAND,{DCD71843-3B5B-481E-AA2C-36696A6BA79E},66420.0888077038,275726204.615628
8112,93386,NORTH YORKSHIRE,Poisoning,April,2010,SE15,Species involved: Red kite x 1. Tested positive for: Alphachloralose.,No Link,ENGLAND,{116DA7AE-7760-404C-B410-1435FDD5A90D},67991.9813944957,288931288.584517
8113,90997,LEICESTERSHIRE,Poisoning,August,2008,SK80,"Species involved: Red kite x 1; poison bait (rabbit) x 1. Tested positive for: Carbofuran.",No Link,ENGLAND,{EF19E34C-254E-4237-A884-6530279D054F},65872.1239041923,271195485.72171
8114,92749,HEREFORDSHIRE,PersecutionOther,November,2009,SO53,Species targeted: Birds of prey. Possession of: Bendiocarb.,No Link,ENGLAND,{12437781-5CE6-4D49-9197-0112CFDFB2E4},64957.6001981641,263717553.819334
8115,100930,WEST YORKSHIRE,Shooting,January,2020,SE10,Species involved: Kestrel x 1. ,https://www.examinerlive.co.uk/news/west-yorkshire-news/beautiful-kestrel-shot-air-rifle-17605773 ,ENGLAND,{F1B52B8E-85F1-4696-A582-0F0041D2416F},67271.4902869194,282840280.864252
8116,91505,CUMBRIA,Poisoning,June,2009,NY01,Species targeted: Peregrine falcon. Species involved: Poison bait (pigeon) x 1. Tested positive for: Carbofuran.,No Link,ENGLAND,{3A36D82C-390E-43C7-B6FF-69FD6D0BA72A},68860.8363507398,296362864.876603
8117,91442,MORAY,PersecutionOther,August,2008,NJ13,Species targeted: Birds of prey. Possession of: Carbofuran.,No Link,SCOTLAND,{80D12221-AA66-49C8-B4C6-7CE197169510},74154.6673359859,343681583.514741
8118,97955,CUMBRIA,Nest Destruction,May,2015,NY02,Species involved: Tawny owl x 3 (nest).,No Link,ENGLAND,{54A28E98-1A5D-40EF-A5A0-D156D5A3A4D1},69012.0581425025,297665951.217827
8119,93086,STIRLING,Illegal Trapping (Other),May,2010,NS79,"Species targeted: Sparrowhawk, peregrine falcon.",No Link,SCOTLAND,{D285008B-40AD-4FEC-9216-2650F6ABD507},71697.6315045715,321283828.363631
8120,96220,SCOTTISH BORDERS,Shooting,June,2013,NT35,Species involved: Buzzard x 1.,https://raptorpersecutionscotland.wordpress.com/2013/08/30/dead-buzzard-in-scottish-borders-shot-and-poisoned/,SCOTLAND,{4BB7BE17-20C6-48D6-8BCF-589C070FDE6F},71069.7170642552,315680977.173707
8121,91681,NORFOLK,Shooting,August,2009,TF84,Species involved: Buzzard x 1.,No Link,ENGLAND,{4E4C1D29-46A4-4459-9E2C-16B030AB34E6},66356.0380567116,275194677.108262
8122,101771,HIGHLAND,Shooting,March,2007,NH55,Species involved: Buzzard x 1.,No Link,SCOTLAND,{1A5DB556-E1DF-4644-B746-017CA29D2846},74475.0592560651,346657815.057741
8123,95862,LEICESTERSHIRE,Shooting,March,2012,SK91,Species involved: Buzzard x 1.,No Link,ENGLAND,{8378A75D-5777-43DA-A608-0B0616C3EF63},66003.1757612625,272275642.238316
8124,96354,PERTH AND KINROSS,Shooting,October,2013,NO14,Species involved: Buzzard x 1.,No Link,SCOTLAND,{67EE370D-4CF1-401B-A7FC-34EA7B760E91},72567.8327066054,329130072.956604
8125,99522,SOUTH LANARKSHIRE,Shooting,May,2017,NS91,Species involved: Short-eared owl x 1.,https://www.carlukegazette.co.uk/news/crime/police-appeal-on-shooting-of-owl-at-leadhills-estate-1-4486693,SCOTLAND,{036F5BF2-25DE-43E4-81DF-4F043B59A114},70406.1519738667,309813576.322044
8126,101884,PERTH AND KINROSS,PersecutionOther,February,2021,NN83,Species targeted: Birds of Prey.,No Link,SCOTLAND,{192CFC5B-0E50-4E7A-8CEE-5754543A75B9},72379.1336024587,327420613.44384
8127,99725,SOUTH YORKSHIRE,Poisoning,March,2018,SK19,Species targeted: Birds of prey. Species involved: Raven x 1. Tested positive for: Aldicarb.,https://community.rspb.org.uk/ourwork/b/investigations/posts/poisoned-raven-found-in-peak-district-national-park ,ENGLAND,{3DA2CF97-4AB3-4605-9177-144EBA34833B},67129.7178405525,281649381.597783
8128,92526,NORTH YORKSHIRE,Poisoning,February,2010,SD88,"Species involved: Buzzard x 2; poison bait (rabbit) x 2. Tested positive for: Alphachloralose.",No Link,ENGLAND,{85EC9D03-6CF7-47AC-BFE6-E904D4111311},68433.768964319,292698238.146283
8129,88258,SOUTH LANARKSHIRE,Poisoning,March,2007,NS81,Species involved: Buzzard x 1. Tested positive for: Carbofuran.,No Link,SCOTLAND,{0C0F04BA-8BF4-4837-93F5-1F0D5E3D30DE},70400.2644867051,309761763.93521
8130,98759,HEREFORDSHIRE,Shooting,November,2016,SO53,Species involved: Buzzard x 1.,http://www.herefordtimes.com/news/14987778.Buzzards_found_with_lead_shot_in_their_bodies/?commentSort=oldest,ENGLAND,{E46AC970-158C-4EED-A6CE-460A30B52E96},64957.6001981641,263717553.819334
8131,96033,PERTH AND KINROSS,PersecutionOther,February,2012,NO03,Species targeted: Birds of prey. Possession of: Carbofuran.,No Link,SCOTLAND,{B4F78BC5-3219-4E0B-B4D3-167C30E8AE04},72391.3512532902,327531160.897771
8132,96618,NORTH YORKSHIRE,Illegal Pole/Spring Trapping,June,2014,SE78,Species targeted: Birds of prey.,No Link,ENGLAND,{9E8BEA50-551B-46EA-8E92-2B10C366CECD},68420.5675652633,292585321.005512
8133,88569,NORTH YORKSHIRE,Poisoning,April,2007,SD98,"Species targeted: Birds of prey. Species involved: Lesser black-backed gull x 1; poison bait (rabbit) x 1. Tested positive for: Alphachloralose.",No Link,ENGLAND,{FD200B8C-0EA7-4852-A3F0-D2F03B3ACFD8},68434.2654961805,292702485.617243
8134,93045,LANCASHIRE,Shooting,June,2010,SD62,Species involved: Peregrine falcon x 3.,No Link,ENGLAND,{D8EC810F-371C-4EAC-8842-9C9137D98760},67554.9557820686,285228946.075478
8135,95545,EAST RIDING OF YORKSHIRE,Shooting,February,2013,TA13,Species involved: Buzzard x 1.,No Link,ENGLAND,{C61F0964-D55C-435A-B04F-05612B6A4C49},67670.6129840817,286206433.428379
8136,100748,FLINTSHIRE,Shooting,February,2013,SJ27,Species involved: Buzzard x 1.,No Link,WALES,{205C71D3-E1A1-4E00-94B8-AF83D64CA4A9},66836.0568527803,279190598.557989
8137,100407,HEREFORDSHIRE,Poisoning,April,2018,SO42,Species involved: Red kite x 1. Tested positive for: Carbofuran.,No Link,ENGLAND,{FFB0C66A-E87A-4AB7-AF10-AF97BA582815},64826.0045052604,262650118.184249
8138,92310,ANGUS,PersecutionOther,July,2009,NO57,Species targeted: Birds of prey. Possession of: Alphachloralose.,No Link,SCOTLAND,{1123CCFB-0353-4A70-A541-5730EA7536AC},73103.1362986204,334003707.049529
8139,101647,SOUTH LANARKSHIRE,Shooting,May,2020,NS81,Species involved: Hen harrier x 1.,https://theferret.scot/police-bird-of-prey-incidents-sporting-estate/,SCOTLAND,{5616E215-4CA7-40DB-8E4A-B970B9B01EE5},70400.2644867051,309761763.93521
8140,99255,NORTH YORKSHIRE,PersecutionOther,May,2017,SE58,Species involved: Goshawk.,http://ww2.rspb.org.uk/community/ourwork/b/investigations/archive/2018/03/26/goshawk-and-gunshots-a-grim-easter-story-yorkshire.aspx,ENGLAND,{3BD53C98-938C-4732-A704-69D4F6215BF5},68426.9356950641,292639787.589079
8141,101393,GLOUCESTERSHIRE,Shooting,August,2020,SP11,Species involved: Peregrine falcon x 1. ,https://www.nwcu.police.uk/news/wildlife-crime-press-coverage/despicable-killing-of-peregrine-falcon-condemned-by-gloucestershire-police/,ENGLAND,{AC58F9D7-3BB5-4BF2-9F67-5FB28C648C72},64703.0287257968,261654559.622687
8142,100503,LINCOLNSHIRE,Poisoning,February,2018,TF02,Species involved: Red kite x 1. Tested positive for: Bendiocarb.,No Link,ENGLAND,{85E31D54-F445-497D-A2A7-1C586F745300},66134.4551468821,273359826.48203
8143,93554,HIGHLAND,PersecutionOther,April,2010,NH73,Species involved: Red kite x 1.,No Link,SCOTLAND,{ACB8758C-C0CF-4208-92E4-DEBBF436FFE5},74128.4084733838,343438223.981425
8144,97171,COUNTY DURHAM,Poisoning,December,2014,NZ04,"Species involved: Red kite x 1. Tested positive for: Aldicarb, carbofuran, methiocarb.",No Link,ENGLAND,{869DD6BE-3A7D-4B8C-A344-14959D76F91B},69340.0491760449,300502091.789287
8145,100109,KENT,Shooting,May,2018,TQ93,Species involved: Red kite x 1.,https://raptorpersecutionscotland.wordpress.com/2018/07/18/red-kite-shot-dead-in-kent/ ,ENGLAND,{EDA3D903-EA2B-496D-B841-6378DA837E97},63621.3789628818,252979424.541996
8146,93379,CUMBRIA,Shooting,August,2010,SD78,Species involved: Red kite x 1.,No Link,ENGLAND,{3D1D2690-2F58-4DFB-AD29-D9C753163C13},68432.7819509764,292689795.049022
8147,100409,NORTHUMBERLAND,Shooting,April,2019,NY95,Species involved: Buzzard x 1.,https://community.rspb.org.uk/ourwork/b/investigations/posts/two-shot-buzzards-found-in-northumberland-problem-area,ENGLAND,{FFC58327-85FD-4EAC-997C-8ED907DC99DE},69493.9502807342,301837510.525751
8148,89358,SCOTTISH BORDERS,Poisoning,September,2007,NT64,Species involved: Buzzard x 1. Tested positive for: Carbofuran.,No Link,SCOTLAND,{FF23C68B-8084-4333-A7C0-0FFBE22A5A38},70915.2206766371,314309968.051626
8149,98065,PERTH AND KINROSS,Poisoning,March,2015,NN85,Species involved: Buzzard x 1. Tested positive for: Alphachloralose.,No Link,SCOTLAND,{BD3A8BFD-C845-4551-9F05-EBBC9C4DC68B},72722.3629557887,330533304.688859
8150,88518,WILTSHIRE,Shooting,April,2007,ST86,Species involved: Kestrel x 1.,No Link,ENGLAND,{F785E59C-E487-4F40-9EF4-11950C107DCB},64068.7315539024,256549584.779723
8151,94743,EAST AYRSHIRE,Poisoning,August,2011,NS62,Species involved: Red kite x 1. Tested positive for: Carbofuran.,No Link,SCOTLAND,{23AA704F-3866-418D-A063-C16593601B0C},70546.6091593942,311050939.540548
8152,100973,NORTH YORKSHIRE,Shooting,April,2020,SE08,Species involved: Buzzard x 1. ,https://community.rspb.org.uk/ourwork/b/investigations/posts/illegal-eagle-owl-decoy-two-buzzards-shot-on-north-yorkshire-grouse-moor,ENGLAND,{9A230E62-9A36-49E9-91D7-E275E5463720},68434.2712791939,292702535.084169
8153,96357,HIGHLAND,Illegal Trapping (Other),November,2013,NH53,Species targeted: Birds of prey.,No Link,SCOTLAND,{B810A28E-59D9-4F30-B3D7-97244CA5A4CE},74111.5443484347,343281977.60851
8154,95539,NORTH YORKSHIRE,Shooting,December,2012,SE78,Species involved: Buzzard x 1.,No Link,ENGLAND,{E1C866B4-0255-45BA-8C52-F66015B601CA},68420.5675652633,292585321.005512
8155,98769,DERBYSHIRE,Poisoning,February,2016,SK46,"Species involved: Buzzard x 1; poison bait (pheasant) x 1. Tested positive for: Alphachloralose.",No Link,ENGLAND,{734A175B-872F-4E42-B257-1F83443B5B85},66704.8756542469,278095719.991097
8156,100384,NORTH YORKSHIRE,Poisoning,December,2018,SE86,Species involved: Red kite x 1. Tested positive for: Carbofuran.,No Link,ENGLAND,{ECA2FCD1-72B3-4124-9DB5-0BC08E6B3CDD},68121.5286753911,290033358.944194
8157,102053,POWYS,Shooting,March,2021,SO05,Species involved: Red kite x 1.,https://www.rspca.org.uk/-/news-red-kite-released-after-shot-bird-was-rescued,WALES,{78A0D16C-63F4-4896-9611-415A5EC8671B},65203.7637777172,265720115.732798
8158,99121,SHROPSHIRE,Poisoning,May,2017,SO57,"Species involved: Peregrine falcon x 2; poison bait (pigeon x 1). Tested positive for: Bendiocarb, diazinon.",https://www.rspb.org.uk/about-the-rspb/about-us/media-centre/press-releases/peregrine-chicks-saved-after-parents-found-illegally-killed/,ENGLAND,{C9EE5BFE-1E70-4433-A8E5-B685CACA24C1},65482.467383083,267996537.004206
8159,100606,BUCKINGHAMSHIRE,Shooting,August,2019,TQ09,Species involved: Merlin x 1.,No Link,ENGLAND,{41B28F59-C37D-4B2F-9050-4A70304C5ACA},64425.2475042082,259412719.99084
8160,101588,DERBYSHIRE,Shooting,September,2020,SK08,Species involved: Buzzard x 1.,https://community.rspb.org.uk/ourwork/b/investigations/posts/dead-buzzard-had-been-illegally-shot-in-peak-district-sheffield-manchester-2020,ENGLAND,{6ED95838-64C9-48C1-B014-FEC808310BB3},66989.1631734167,280471191.915945
8161,91437,SCOTTISH BORDERS,PersecutionOther,March,2008,NT42,Species targeted: Birds of prey. Possession of: Alphachloralose.,No Link,SCOTLAND,{D371F9AA-2ADD-4056-954A-E4CE0776C419},70587.5767171156,311412310.670327
8162,99968,ANTRIM,Shooting,August,2017,J09,Species involved: Peregrine falcon x 1.,No Link,NORTHERN IRELAND,{5E1CD43C-25CC-4B55-BDD7-A57D803E08FE},69288.9751556485,300059570.324334
8163,93934,ANTRIM,Poisoning,April,2010,J39,Species involved: Buzzard x 2. Tested positive for: Carbofuran.,No Link,NORTHERN IRELAND,{05340BE6-789A-4865-844A-DEB5C4B8F9D7},69270.6392091398,299900781.013935
8164,91025,DENBIGHSHIRE,Poisoning,July,2008,SJ07,"Species involved: Buzzard x 1; poison bait (pheasant) x 1. Tested positive for: Bendiocarb.",No Link,WALES,{E782F1EE-8FC2-4381-9ECD-5260A25CB430},66828.2730315803,279125572.136966
8165,101564,SOUTH YORKSHIRE,Poisoning,July,2020,SE30,"Species involved: Peregrine falcon x 1. Tested positive for: Bendiocarb, carbofuran.",https://community.rspb.org.uk/ourwork/b/investigations/posts/peregrine-illegally-poisoned-in-barnsley,ENGLAND,{A846E334-5085-49FE-9790-372DDEA488F2},67269.1693973045,282820764.923192
8166,101934,DERBYSHIRE,Shooting,March,2020,SK34,Species involved: Peregrine falcon x 1.,https://raptorpersecutionscotland.wordpress.com/2020/03/06/peregrine-shot-killed-in-belper-derbyshire-again/,ENGLAND,{E5DF24DA-6267-48EB-BA27-1176F6B815B8},66429.9451825923,275808043.629261
8167,96463,GREATER LONDON,Shooting,April,2014,TQ35,Species targeted: Peregrine falcon.,No Link,ENGLAND,{62536C29-4704-4302-9F81-B58B2018B72A},63907.8936462049,255263114.867361
8168,91720,ABERDEENSHIRE,Shooting,June,2009,NJ31,Species involved: Buzzard x 1.,No Link,SCOTLAND,{A577F611-8C7A-410F-A11E-8B44DBDF75B9},73804.0360437873,340439151.953116
8169,88902,COUNTY DURHAM,Illegal Trapping (Other),September,2007,NZ44,Species targeted: Sparrowhawk.,No Link,ENGLAND,{7AA7A2E9-1A84-4415-9869-0580958C0E5E},69334.9658643866,300458033.641003
8170,99315,DOWN,Shooting,August,2017,J23,Species involved: Red kite x 1.,No Link,NORTHERN IRELAND,{14043FD0-C216-44A8-9870-69FE7C3892A7},68373.5797402392,292183592.230619
8171,97114,NORTH YORKSHIRE,Poisoning,January,2014,SE89,"Species targeted: Birds of prey. Species involved: Dog x 1; Bird x 1; Poison bait (pheasant) x 1. Tested positive for: Metaldehyde.",No Link,ENGLAND,{D638CD38-2B3F-4417-BE8A-E13DD5DA4365},68565.4245767836,293825532.030571
8172,90601,PERTH AND KINROSS,Shooting,May,2008,NO04,Species involved: Sparrowhawk x 1.,No Link,SCOTLAND,{984C6687-7EC3-46A9-9F5C-718A5EB7374C},72562.5573614162,329082222.045811
8173,95281,ABERDEENSHIRE,Illegal Pole/Spring Trapping,July,2012,NJ41,Species targeted: Birds of prey.,No Link,SCOTLAND,{B6FA7C4E-FB45-45F9-95F1-162B4E5A4D9D},73807.7388960392,340473313.558424
8174,88432,PERTH AND KINROSS,Poisoning,June,2007,NN93,Species involved: Red kite x 1. Tested positive for: Carbofuran.,No Link,SCOTLAND,{9198D506-FB7A-4386-B888-0F2D21E033D2},72385.5321569687,327478506.363272
8175,93316,DERBYSHIRE,Poisoning,April,2010,SK25,"Species involved: Buzzard x 4; poison bait (pheasant) x 1; poison bait (hare) x 1. Tested positive for: Carbofuran.",No Link,ENGLAND,{B49D99DE-E356-40B1-AD6F-0888C5C45EF3},66569.297276488,276966401.470423
